300,32,3,32,10,0.01,0.012393
300,64,3,32,10,0.01,0.042623
300,96,3,32,10,0.01,0.0562351
300,128,3,32,10,0.01,0.0729289
300,160,3,32,10,0.01,0.090878
300,192,3,32,10,0.01,0.114232
300,224,3,32,10,0.01,0.140216
300,256,3,32,10,0.01,0.170426
300,288,3,32,10,0.01,0.204546
300,320,3,32,10,0.01,0.235637
300,352,3,32,10,0.01,0.275738
300,384,3,32,10,0.01,0.314691
300,416,3,32,10,0.01,0.359009
300,448,3,32,10,0.01,0.407006
300,480,3,32,10,0.01,0.451069
300,512,3,32,10,0.01,0.50742
300,32,3,64,10,0.01,0.031477
300,64,3,64,10,0.01,0.0478649
300,96,3,64,10,0.01,0.0505681
300,128,3,64,10,0.01,0.0719619
300,160,3,64,10,0.01,0.114858
300,192,3,64,10,0.01,0.133113
300,224,3,64,10,0.01,0.162902
300,256,3,64,10,0.01,0.196835
300,288,3,64,10,0.01,0.23314
300,320,3,64,10,0.01,0.270697
300,352,3,64,10,0.01,0.324302
300,384,3,64,10,0.01,0.364738
300,416,3,64,10,0.01,0.406715
300,448,3,64,10,0.01,0.452093
300,480,3,64,10,0.01,0.504187
300,512,3,64,10,0.01,0.581203
300,32,3,96,10,0.01,0.0369651
300,64,3,96,10,0.01,0.0584481
300,96,3,96,10,0.01,0.074918
300,128,3,96,10,0.01,0.0979722
300,160,3,96,10,0.01,0.125508
300,192,3,96,10,0.01,0.154395
300,224,3,96,10,0.01,0.187036
300,256,3,96,10,0.01,0.226002
300,288,3,96,10,0.01,0.249037
300,320,3,96,10,0.01,0.296677
300,352,3,96,10,0.01,0.356972
300,384,3,96,10,0.01,0.405187
300,416,3,96,10,0.01,0.459387
300,448,3,96,10,0.01,0.517652
300,480,3,96,10,0.01,0.582449
300,512,3,96,10,0.01,0.63392
300,32,3,128,10,0.01,0.0393629
300,64,3,128,10,0.01,0.060086
300,96,3,128,10,0.01,0.08443
300,128,3,128,10,0.01,0.112498
300,160,3,128,10,0.01,0.14137
300,192,3,128,10,0.01,0.179265
300,224,3,128,10,0.01,0.213888
300,256,3,128,10,0.01,0.255713
300,288,3,128,10,0.01,0.284314
300,320,3,128,10,0.01,0.326696
300,352,3,128,10,0.01,0.374652
300,384,3,128,10,0.01,0.435366
300,416,3,128,10,0.01,0.48977
300,448,3,128,10,0.01,0.545032
300,480,3,128,10,0.01,0.603905
300,512,3,128,10,0.01,0.667097
300,32,3,160,10,0.01,0.0416861
300,64,3,160,10,0.01,0.0669539
300,96,3,160,10,0.01,0.0975969
300,128,3,160,10,0.01,0.113502
300,160,3,160,10,0.01,0.156682
300,192,3,160,10,0.01,0.195568
300,224,3,160,10,0.01,0.232608
300,256,3,160,10,0.01,0.27381
300,288,3,160,10,0.01,0.35598
300,320,3,160,10,0.01,0.372984
300,352,3,160,10,0.01,0.42211
300,384,3,160,10,0.01,0.476732
300,416,3,160,10,0.01,0.535913
300,448,3,160,10,0.01,0.597087
300,480,3,160,10,0.01,0.665326
300,512,3,160,10,0.01,0.722138
300,32,3,192,10,0.01,0.047147
300,64,3,192,10,0.01,0.07476
300,96,3,192,10,0.01,0.106444
300,128,3,192,10,0.01,0.139288
300,160,3,192,10,0.01,0.163814
300,192,3,192,10,0.01,0.214092
300,224,3,192,10,0.01,0.259406
300,256,3,192,10,0.01,0.303559
300,288,3,192,10,0.01,0.358113
300,320,3,192,10,0.01,0.404736
300,352,3,192,10,0.01,0.456695
300,384,3,192,10,0.01,0.50918
300,416,3,192,10,0.01,0.577803
300,448,3,192,10,0.01,0.642967
300,480,3,192,10,0.01,0.708897
300,512,3,192,10,0.01,0.797984
300,32,3,224,10,0.01,0.0516062
300,64,3,224,10,0.01,0.0803261
300,96,3,224,10,0.01,0.115
300,128,3,224,10,0.01,0.153926
300,160,3,224,10,0.01,0.192054
300,192,3,224,10,0.01,0.236715
300,224,3,224,10,0.01,0.280428
300,256,3,224,10,0.01,0.335239
300,288,3,224,10,0.01,0.393099
300,320,3,224,10,0.01,0.451222
300,352,3,224,10,0.01,0.520397
300,384,3,224,10,0.01,0.587604
