300,416,3,224,10,0.01,0.660096
300,448,3,224,10,0.01,0.705401
300,480,3,224,10,0.01,0.830691
300,512,3,224,10,0.01,0.924004
300,32,3,256,10,0.01,0.054975
300,64,3,256,10,0.01,0.087522
300,96,3,256,10,0.01,0.136364
300,128,3,256,10,0.01,0.164329
300,160,3,256,10,0.01,0.219483
300,192,3,256,10,0.01,0.263585
300,224,3,256,10,0.01,0.323739
300,256,3,256,10,0.01,0.404277
300,288,3,256,10,0.01,0.450307
300,320,3,256,10,0.01,0.50427
300,352,3,256,10,0.01,0.561927
300,384,3,256,10,0.01,0.61977
300,416,3,256,10,0.01,0.694984
300,448,3,256,10,0.01,0.796398
300,480,3,256,10,0.01,0.838553
300,512,3,256,10,0.01,0.93793
300,32,3,288,10,0.01,0.0585561
300,64,3,288,10,0.01,0.0993359
300,96,3,288,10,0.01,0.14132
300,128,3,288,10,0.01,0.203586
300,160,3,288,10,0.01,0.229532
300,192,3,288,10,0.01,0.287917
300,224,3,288,10,0.01,0.332807
300,256,3,288,10,0.01,0.388036
300,288,3,288,10,0.01,0.4537
300,320,3,288,10,0.01,0.519471
300,352,3,288,10,0.01,0.615385
300,384,3,288,10,0.01,0.661886
300,416,3,288,10,0.01,0.762329
300,448,3,288,10,0.01,0.819333
300,480,3,288,10,0.01,0.896
300,512,3,288,10,0.01,0.960591
300,32,3,320,10,0.01,0.0609879
300,64,3,320,10,0.01,0.088645
300,96,3,320,10,0.01,0.144169
300,128,3,320,10,0.01,0.196714
300,160,3,320,10,0.01,0.253539
300,192,3,320,10,0.01,0.299116
300,224,3,320,10,0.01,0.364694
300,256,3,320,10,0.01,0.418604
300,288,3,320,10,0.01,0.476617
300,320,3,320,10,0.01,0.56113
300,352,3,320,10,0.01,0.645456
300,384,3,320,10,0.01,0.718582
300,416,3,320,10,0.01,0.82767
300,448,3,320,10,0.01,0.894311
300,480,3,320,10,0.01,0.996265
300,512,3,320,10,0.01,1.0847
300,32,3,352,10,0.01,0.0579891
300,64,3,352,10,0.01,0.0975468
300,96,3,352,10,0.01,0.154316
300,128,3,352,10,0.01,0.214861
300,160,3,352,10,0.01,0.268014
300,192,3,352,10,0.01,0.338064
300,224,3,352,10,0.01,0.365957
300,256,3,352,10,0.01,0.459752
300,288,3,352,10,0.01,0.527166
300,320,3,352,10,0.01,0.622132
300,352,3,352,10,0.01,0.705573
300,384,3,352,10,0.01,0.781984
300,416,3,352,10,0.01,0.899147
300,448,3,352,10,0.01,0.981928
300,480,3,352,10,0.01,1.05275
300,512,3,352,10,0.01,1.14402
300,32,3,384,10,0.01,0.050411
300,64,3,384,10,0.01,0.114676
300,96,3,384,10,0.01,0.16463
300,128,3,384,10,0.01,0.219688
300,160,3,384,10,0.01,0.278303
300,192,3,384,10,0.01,0.350785
300,224,3,384,10,0.01,0.466512
300,256,3,384,10,0.01,0.470244
300,288,3,384,10,0.01,0.592061
300,320,3,384,10,0.01,0.641342
300,352,3,384,10,0.01,0.750696
300,384,3,384,10,0.01,0.803242
300,416,3,384,10,0.01,0.910047
300,448,3,384,10,0.01,0.954139
300,480,3,384,10,0.01,1.02942
300,512,3,384,10,0.01,1.09125
300,32,3,416,10,0.01,0.0717981
300,64,3,416,10,0.01,0.11973
300,96,3,416,10,0.01,0.175167
300,128,3,416,10,0.01,0.235962
300,160,3,416,10,0.01,0.291348
300,192,3,416,10,0.01,0.351239
300,224,3,416,10,0.01,0.420146
300,256,3,416,10,0.01,0.488536
300,288,3,416,10,0.01,0.563262
300,320,3,416,10,0.01,0.638831
300,352,3,416,10,0.01,0.711943
300,384,3,416,10,0.01,0.784942
300,416,3,416,10,0.01,0.877454
300,448,3,416,10,0.01,0.972911
300,480,3,416,10,0.01,1.05439
300,512,3,416,10,0.01,1.15708
300,32,3,448,10,0.01,0.0743599
300,64,3,448,10,0.01,0.128936
300,96,3,448,10,0.01,0.183666
300,128,3,448,10,0.01,0.245769
300,160,3,448,10,0.01,0.307987
300,192,3,448,10,0.01,0.362171
300,224,3,448,10,0.01,0.442256
300,256,3,448,10,0.01,0.513848
300,288,3,448,10,0.01,0.592051
300,320,3,448,10,0.01,0.668859
300,352,3,448,10,0.01,0.748422
300,384,3,448,10,0.01,0.834926
300,416,3,448,10,0.01,0.921779
300,448,3,448,10,0.01,1.01056
300,480,3,448,10,0.01,1.1033
300,512,3,448,10,0.01,1.20396
300,32,3,480,10,0.01,0.0778859
300,64,3,480,10,0.01,0.135166
300,96,3,480,10,0.01,0.194169
300,128,3,480,10,0.01,0.258231
300,160,3,480,10,0.01,0.321896
300,192,3,480,10,0.01,0.390923
300,224,3,480,10,0.01,0.482077
300,256,3,480,10,0.01,0.539971
300,288,3,480,10,0.01,0.623013
300,320,3,480,10,0.01,0.700919
300,352,3,480,10,0.01,0.798015
300,384,3,480,10,0.01,0.873986
300,416,3,480,10,0.01,0.971799
300,448,3,480,10,0.01,1.06735
300,480,3,480,10,0.01,1.15907
300,512,3,480,10,0.01,1.24673
300,32,3,512,10,0.01,0.0788579
300,64,3,512,10,0.01,0.139686
300,96,3,512,10,0.01,0.20264
300,128,3,512,10,0.01,0.27576
300,160,3,512,10,0.01,0.328767
300,192,3,512,10,0.01,0.410204
300,224,3,512,10,0.01,0.488986
300,256,3,512,10,0.01,0.565883
300,288,3,512,10,0.01,0.65343
300,320,3,512,10,0.01,0.739111
300,352,3,512,10,0.01,0.822665
300,384,3,512,10,0.01,0.912042
300,416,3,512,10,0.01,1.01954
300,448,3,512,10,0.01,1.1038
300,480,3,512,10,0.01,1.20103
300,512,3,512,10,0.01,1.30164
